x,y,z,roll,pitch,yaw
0.3053102,-0.001699662,-0.01795359,-0.0004621574,0.00114345,0.0006385853
0.3050644,-0.001907041,-0.01788755,-0.0005379788,0.001192817,0.0003111806
0.3063118,-0.003141774,-0.0164154,-0.001235318,0.0004140051,8.013187E-05
0.305273,-0.004041125,-0.01611951,-0.001162608,-0.0002696393,8.686563E-05
0.3031859,-0.0009393457,-0.01533157,0.0004631457,-0.001192952,8.6583E-05
0.2984675,-0.0001209445,-0.01685306,0.001110899,-0.001134303,0.0003044034
0.2995011,-3.576317E-05,-0.01684457,0.001313263,-6.855881E-05,0.0004724447
0.2982403,0.0007058429,-0.01788028,0.001342599,0.0003595984,0.0002772203
0.2921045,0.001340446,-0.01899629,0.001489119,1.396041E-05,-0.000236696
0.2906052,-0.0001981807,-0.01919392,0.0005395369,1.754447E-05,-0.0001171138
0.2906913,-0.002171207,-0.01957056,0.0001760433,0.0003315241,0.000278474
0.2875165,-0.002740673,-0.01854035,-0.0008263827,0.0005412763,0.0006104119
0.2812489,-0.003887513,-0.0188658,-0.001972,0.0006941737,0.000680847
0.2830492,-0.003985081,-0.01682336,-0.001556495,0.001591246,0.0003679996
0.2810528,-0.003077007,-0.0163333,-0.0008950559,0.001570836,-6.852094E-05
0.2788758,-0.001230467,-0.01575484,0.00033901,0.0009703587,-0.0002548762
0.2763785,-7.71464E-05,-0.01598532,0.0007725056,0.0005638584,-0.0001137812
0.2762022,0.0001243064,-0.0167048,0.001218451,0.0004623329,0.000135847
0.274585,0.0005342408,-0.01564036,0.0007182415,0.0001431103,0.0002273273
0.2718841,-0.001428141,-0.01644195,0.0004919979,-0.0005695332,0.0001604555
0.2665787,-0.002040398,-0.01721111,-0.0003422106,-0.0009100038,0.0001044916
0.2662904,-0.003582115,-0.01621928,-0.001343697,-0.0007135687,0.0002412241
0.2651964,-0.004331966,-0.01494284,-0.001655807,-0.0004788448,0.0002654499
0.2644105,-0.00328419,-0.01577838,-0.0003025467,-4.357143E-05,1.856321E-05
0.2614072,-0.001920995,-0.01570135,-2.558393E-05,8.090913E-05,-8.976943E-05
0.2614716,-0.001735237,-0.01412008,-0.0007365985,-0.0004827738,3.422915E-05
0.2577587,-0.003761922,-0.01354826,-0.001508177,-0.001467065,0.0001166222
0.2551571,-0.003087898,-0.01342959,-0.001056323,-0.001964648,7.236898E-05
0.253459,-0.003467723,-0.01399519,-0.0003311103,-0.001091368,3.973255E-05
0.2476681,-0.0007234899,-0.01676024,0.001551356,0.000552528,-0.0001153252
0.2463915,0.001158763,-0.01710672,0.002595556,0.001948367,-4.672244E-05
0.2439327,1.057364E-05,-0.01600607,0.0008870239,0.001606675,0.000133023
0.2415676,-0.0007509798,-0.01432865,-0.0009512047,-0.0001470941,0.0002160583
0.2383712,-0.002897253,-0.01337012,-0.000789516,-0.001176708,0.0002104582
0.2399145,-0.00280135,-0.01299856,0.0001506849,-0.00128244,4.289422E-05
0.234032,-0.004333895,-0.01518403,-0.001169453,-0.0006731572,0.0001164541
0.2333638,-0.003255377,-0.01437884,-0.001757452,0.0002513979,0.0001988206
0.2297033,-0.001467265,-0.01391602,-0.0007171616,0.001195482,0.0004475418
0.2344225,-0.002326454,-0.01239942,-1.793718E-05,0.001715446,0.000604232
0.2301571,-0.002545956,-0.0112609,-0.0004550981,0.00125439,0.0003728517
0.2293685,-0.0014153,-0.01128647,0.0002559211,-0.0002782481,-0.0002574816
0.228656,0.001506767,-0.0127118,0.00164418,-0.00129196,-0.0007637437
0.2249769,0.001196776,-0.01405236,0.001400979,-0.001492123,-0.0004377704
0.2224561,0.001654006,-0.0140654,0.0004797419,-0.0007256368,0.0001607411
0.2216287,-0.002639177,-0.01332006,-0.001290062,0.0004532567,0.0007449465
0.2213582,-0.002768243,-0.01179827,-0.0007126273,0.001201413,0.0003947308
0.2130567,-0.003547704,-0.01357127,0.0004895,0.001517754,-0.0003516351
0.211688,-0.002605961,-0.01384684,-0.000687242,0.001294659,-0.0003898348
0.1911979,-0.01993927,-0.00887615,-0.003093847,0.0002253323,0.0005490022
0.2186804,-0.003850108,-0.009456686,-0.002075755,-0.001325665,0.000250952
0.213297,-0.002523711,-0.01061568,8.63926E-05,-0.001549696,0.0001693455
0.2093725,-0.002227756,-0.01215893,0.000252955,-0.0005684037,-8.085516E-06
0.2064385,-0.0003779388,-0.01318639,0.0005043472,0.0009636345,0.0002127438
0.2059886,0.00271766,-0.01351746,0.001290429,0.001302913,0.0004939751
0.2016908,0.00221365,-0.01373544,0.002087499,0.0006175612,0.0006913594
0.2022151,0.001812903,-0.01204463,0.001281718,-8.750658E-06,0.0005331897
0.2030698,0.0007174045,-0.01163837,0.0008041017,0.0003059536,0.0005637797
0.1976488,0.0002516534,-0.01223119,5.333985E-06,0.0005400898,0.0008122779
0.1973798,-0.001479876,-0.01037254,-0.0003588239,-3.448267E-05,0.0008993107
0.1952686,-0.001187913,-0.01258123,0.0004572337,-0.0008999444,0.0006275658
0.1979249,0.0006719554,-0.01209299,0.0007298182,-0.001032731,0.0002218719
0.1967515,0.001128727,-0.01141209,0.0004218243,-0.0008519306,0.0003116688
0.1921982,0.001795264,-0.01117042,0.0008515989,0.0002091533,0.0007115909
0.1900451,0.0006636091,-0.01111307,0.0008067042,0.001281785,0.0008479153
0.1890369,-0.002305398,-0.00898803,-0.0008163256,0.001413575,0.0004256921
0.1860835,-0.001882406,-0.01005777,-0.0003165803,0.0004236979,-0.0004628729
0.1865589,-0.001559198,-0.009692924,-0.0004019744,-0.000578698,-0.000708348
0.1861414,-0.0006928596,-0.009271908,-0.0001932487,-0.00081462,-0.0002080556
0.1829908,0.001057759,-0.0106186,0.001238078,-0.0004579419,0.0004456201
0.3636633,0.000942596,-0.02140707,0.001519393,0.000259268,0.000745694
0.1768822,-0.001559383,-0.009816169,0.0001836294,-0.0004873452,-0.0008480927
0.1746111,-0.002175475,-0.0103123,0.0001256672,-1.347697E-05,-0.0009348186
0.1721738,-0.001919008,-0.009787913,5.776601E-06,0.0003579448,-0.0005822648
0.3425164,-0.001961318,-0.01794443,0.0005835507,-0.0006342044,-0.0009340019
0.1676383,-0.0002279604,-0.01021885,0.001242987,0.0004732691,-0.0007523596
0.1649402,0.0003467251,-0.01093154,0.001629804,0.0008756325,-0.001005197
0.163827,-0.0001053683,-0.01025634,0.001247701,0.00044751,-0.001004088
0.16288,-0.001417772,-0.009577389,0.0004298635,-0.0002814666,-0.0007504929
0.1605011,-0.002611794,-0.009826628,-3.41187E-05,-0.000391895,-0.0006099701
0.1560582,-0.004431209,-0.00966947,-0.001199565,0.0003531534,-0.0004724313
0.1551712,-0.005730173,-0.009377653,-0.001938245,0.0008121332,-0.000469779
0.1530338,-0.004328194,-0.009054998,-0.001790133,0.0005891468,-0.0006344903
0.1528468,-0.005178782,-0.007951896,-0.001218832,0.0005141565,-0.0006709741
0.15034,-0.002691898,-0.00917343,-0.000145872,0.0003852564,-0.000622188
0.1493847,-0.001348749,-0.008639015,-3.609747E-05,0.0003454075,-0.0005459623
0.1476192,-0.001405876,-0.008569997,-0.0001866713,0.0002644717,-0.0004237706
0.1453376,-0.0007086503,-0.008068527,-1.987987E-05,0.0001046403,-0.0004133405
0.1437501,-0.001920871,-0.008539547,-0.0002826224,0.0001373178,-0.0004923097
0.1408066,-0.003489346,-0.008868914,-0.001502861,0.0004893268,-0.0006236714
0.1399528,-0.006209485,-0.008199475,-0.002984341,0.000488101,-0.000528086
0.1383029,-0.006412145,-0.006984945,-0.002935163,-5.048549E-05,-0.0006009369
0.1370436,-0.00470033,-0.006369604,-0.001017867,-0.0004178996,-0.0007072078
0.1375684,-0.00312996,-0.00722667,3.584023E-05,-0.0006895252,-0.0007574312
0.1346025,-0.001497612,-0.008270611,2.814092E-05,-0.0009718345,-0.0007809033
0.1341221,0.0005693239,-0.007088408,0.0008542593,-0.001174043,-0.0005682032
0.1343577,0.001838373,-0.006875627,0.002372987,-0.0009116642,-0.000584119
0.131535,0.002653187,-0.007917281,0.003099677,7.766406E-05,-0.0005942744
0.128828,0.001348847,-0.008789738,0.002140744,0.0003298111,-0.0006936783
0.1276948,0.0006845792,-0.008425661,0.001186056,-0.0002812996,-0.0005537121
0.1268856,-0.0007870208,-0.008303582,0.0004546219,-0.0005000928,-0.0002306794
0.1251306,-0.002656113,-0.008334196,-0.0006748773,-0.0002637393,-8.209571E-05
0.1233794,-0.004508133,-0.007992759,-0.001772054,-0.0002651337,-0.0002210905
0.1227174,-0.005383996,-0.007223003,-0.002051374,-0.0006988951,-0.0006106068
0.1220842,-0.004836898,-0.006449629,-0.001798411,-0.0009821876,-0.0009820914
0.1190754,-0.004110175,-0.006942743,-0.0009083894,-0.0009970363,-0.0008399744
0.117312,-0.002848433,-0.006971965,8.803372E-05,-0.0007934851,-0.0003686509
0.1146407,-0.001186403,-0.006416336,0.0004307421,-0.000603055,-0.0001575309
0.1141336,-0.0004637573,-0.00719929,0.000584313,-0.0003724554,-0.0001957601
0.111311,-0.001101836,-0.008859384,0.0006352846,-0.0003013967,-0.0004339336
0.1118793,-0.001720395,-0.007992075,0.0002089386,-0.000571259,-0.0005460982
0.1089081,-0.002065249,-0.007878589,-0.0005538572,-0.0007717962,-0.0003424146
0.1097794,-0.00365421,-0.006908124,-0.001424596,-0.000442787,0.0001409185
0.104334,-0.005241006,-0.007014442,-0.001737122,-7.71143E-05,6.725985E-05
0.1037984,-0.004368264,-0.006357203,-0.001322975,-1.965607E-05,-0.0004062616
0.1016029,-0.003192834,-0.005854149,-0.0008343542,-8.097776E-06,-0.000778196
0.1004219,-0.001693432,-0.006281735,-0.0002366751,-0.0001434836,-0.0007186743
0.09621036,-0.0002873887,-0.006432314,0.0005493234,-0.0001820276,-0.0004003055
0.09501246,-0.0001164306,-0.005452301,0.000951195,-5.328205E-05,-0.000160778
0.09285931,0.0006926869,-0.005652945,0.001500604,7.070126E-05,-0.0003604414
0.09336338,0.0009771589,-0.005435094,0.001652783,-0.0001715215,-0.0007171357
0.08849548,-0.0007384188,-0.006213746,0.0008891162,-0.0006049972,-0.000745791
0.0878737,-0.0007450655,-0.006708048,0.0006767044,-0.0005675924,-0.0005900735
0.08662207,-0.0003021299,-0.00607062,0.0006412771,-0.0002651696,-0.0003869271
0.08361045,2.081226E-05,-0.005677758,0.0004751019,-0.000219796,-8.13442E-05
0.08081154,-0.0006859939,-0.004700892,0.000165564,-0.0002555794,5.208016E-05
0.07796197,-0.001060261,-0.005363383,7.878105E-05,-0.0002917778,-0.0001723441
0.07482628,-0.001119159,-0.005542439,-0.0002172121,-0.0001127765,-0.0004033951
0.07167507,-0.001582547,-0.005340493,-0.000638457,0.0001222339,-0.0002682304
0.06918275,-0.002369373,-0.00539733,-0.0009785993,0.0002411106,-2.944127E-05
0.06658539,-0.002640066,-0.004851449,-0.0005946959,0.0003154718,7.449326E-05
0.06559916,-0.001178394,-0.004080514,-0.0001681102,0.0003231862,-9.240128E-05
0.06401884,-0.0004892607,-0.004030851,-2.988412E-05,0.0003273436,-0.00010815
0.06170256,-0.0001778533,-0.003642557,0.000250082,0.0003964616,-8.709001E-05
0.05785854,0.0004535477,-0.004206115,0.0005564373,0.0005683216,-0.0002410344
0.0551929,3.80608E-05,-0.00392693,0.0004622551,0.0006155853,-0.0002760518
0.05293429,-0.0001068384,-0.00330896,0.0003391069,0.0005064524,-0.0002425721
0.05177338,-0.000591704,-0.003064001,9.905423E-05,0.0003925185,-0.0001700867
0.04947394,-0.0008049132,-0.002751561,-0.0002865134,0.000408486,-3.130315E-05
0.049625,-0.0004112119,-0.002471309,-0.000248128,0.0003770424,9.989188E-05
0.04575978,-0.0001102286,-0.003226142,-9.045132E-05,0.0002175525,0.0002509638
0.04446171,0.0004406859,-0.002872895,-4.955432E-05,0.0001101965,0.0003503633
0.0003284579,1.795968E-05,4.764166E-05,2.30463E-05,-2.236733E-05,6.679486E-05
0.04124266,0.0005057464,-0.002656982,0.0001849226,6.879043E-05,0.0001322065
0.03849231,0.0003831709,-0.002926519,0.0002090562,0.0002151604,4.524864E-05
4.535515E-05,3.981788E-05,9.282307E-05,3.020635E-05,0.0001786884,-1.81281E-05
0.03399805,8.257796E-05,-0.002734964,3.015868E-05,0.0001775622,0.0001966459
0.03212695,0.0002414746,-0.002511869,7.627344E-06,0.0001266467,0.0002030483
0.03258823,6.652032E-05,-0.001707602,-8.56733E-05,0.0001075159,0.0001041925
0.02949998,0.000104188,-0.001982665,-8.253497E-05,8.425073E-05,-2.878988E-05
0.02731719,9.984318E-05,-0.001921228,-4.537752E-05,9.410426E-05,-5.243409E-05
0.02641093,4.226856E-05,-0.001857232,4.408207E-05,7.298936E-05,5.128174E-05
0.0001471474,-8.387684E-06,1.634552E-05,0.0001692084,5.354046E-05,0.0001048491
0.005604088,-8.307153E-05,-4.702953E-05,4.649544E-05,2.318895E-05,0.0001677933
7.405933E-05,-3.473222E-05,2.083674E-05,-2.739461E-05,8.334838E-05,4.528086E-05
0.01961,-0.0002118445,-0.001560495,-9.714295E-06,8.761326E-05,3.800945E-06
0.0002213765,0.0001788468,0.0001233893,-5.430593E-05,7.379373E-05,-0.00010339
0.0003310959,3.648232E-05,0.0001329597,-7.104978E-05,2.397705E-05,-4.866561E-05
0.0001008965,-0.0001190277,5.962905E-05,-6.39311E-05,7.091728E-05,6.868231E-05
0.0004461993,-8.919924E-05,0.0001712569,3.388547E-05,0.0001082554,7.175967E-05
