timestamp,ins_status,latitude,longitude,altitude,northing,easting,down,utm_zone,velocity_north,velocity_east,velocity_down,roll,pitch,yaw
1403713563533762,INS_SOLUTION_GOOD,51.760497,-1.260173,111.464745,5735832.556004,620072.130247,-111.464745,30U,8.690906,-0.517134,-0.051104,0.011496,-0.006160,6.240355
1403713563553346,INS_SOLUTION_GOOD,51.760498,-1.260173,111.465789,5735832.729461,620072.115752,-111.465789,30U,8.685080,-0.516861,-0.054036,0.011757,-0.006439,6.240420
1403713563573355,INS_SOLUTION_GOOD,51.760500,-1.260173,111.466986,5735832.902809,620072.101328,-111.466986,30U,8.677472,-0.513354,-0.065364,0.012020,-0.006824,6.240491
1403713563593394,INS_SOLUTION_GOOD,51.760501,-1.260173,111.468364,5735833.075936,620072.086978,-111.468364,30U,8.673654,-0.510208,-0.072385,0.012205,-0.007300,6.240533
1403713563613654,INS_SOLUTION_GOOD,51.760503,-1.260174,111.469879,5735833.249065,620072.072698,-111.469879,30U,8.666870,-0.507437,-0.075839,0.012329,-0.007886,6.240573
1403713563634526,INS_SOLUTION_GOOD,51.760504,-1.260174,111.471408,5735833.421971,620072.058423,-111.471408,30U,8.659585,-0.506148,-0.078256,0.012360,-0.008337,6.240616
1403713563654370,INS_SOLUTION_GOOD,51.760506,-1.260174,111.473025,5735833.594766,620072.044150,-111.473025,30U,8.655192,-0.504959,-0.082380,0.012376,-0.008825,6.240673
1403713563673412,INS_SOLUTION_GOOD,51.760507,-1.260174,111.474709,5735833.767452,620072.029949,-111.474709,30U,8.649941,-0.503910,-0.084471,0.012350,-0.009297,6.240721
1403713563693281,INS_SOLUTION_GOOD,51.760509,-1.260174,111.476264,5735833.940137,620072.015748,-111.476264,30U,8.646412,-0.505017,-0.070277,0.012157,-0.009629,6.240769
1403713563713387,INS_SOLUTION_GOOD,51.760511,-1.260174,111.477581,5735834.112600,620072.001553,-111.477581,30U,8.637566,-0.502901,-0.062785,0.011941,-0.009852,6.240817
1403713563733400,INS_SOLUTION_GOOD,51.760512,-1.260174,111.478781,5735834.284952,620071.987360,-111.478781,30U,8.633167,-0.504674,-0.058803,0.011574,-0.009967,6.240847
1403713563753284,INS_SOLUTION_GOOD,51.760514,-1.260175,111.479967,5735834.457304,620071.973167,-111.479967,30U,8.626227,-0.507306,-0.058775,0.011296,-0.010090,6.240871
1403713563773291,INS_SOLUTION_GOOD,51.760515,-1.260175,111.481045,5735834.629432,620071.958910,-111.481045,30U,8.622338,-0.508092,-0.048048,0.011165,-0.010091,6.240874
1403713563793283,INS_SOLUTION_GOOD,51.760517,-1.260175,111.481943,5735834.801447,620071.944587,-111.481943,30U,8.617379,-0.510541,-0.041266,0.011151,-0.010073,6.240872
1403713563813524,INS_SOLUTION_GOOD,51.760518,-1.260175,111.482709,5735834.973462,620071.930265,-111.482709,30U,8.612022,-0.510593,-0.036479,0.011281,-0.010053,6.240877
1403713563834074,INS_SOLUTION_GOOD,51.760520,-1.260175,111.483383,5735835.145256,620071.916016,-111.483383,30U,8.606283,-0.509705,-0.030005,0.011498,-0.010112,6.240865
1403713563854045,INS_SOLUTION_GOOD,51.760521,-1.260175,111.483911,5735835.317048,620071.901698,-111.483911,30U,8.601647,-0.508783,-0.023044,0.011703,-0.010104,6.240856
1403713563873380,INS_SOLUTION_GOOD,51.760523,-1.260176,111.484274,5735835.488731,620071.887452,-111.484274,30U,8.596398,-0.506575,-0.014237,0.011807,-0.010065,6.240851
1403713563893177,INS_SOLUTION_GOOD,51.760524,-1.260176,111.484525,5735835.660192,620071.873212,-111.484525,30U,8.589577,-0.504973,-0.011033,0.011876,-0.009934,6.240842
1403713563913541,INS_SOLUTION_GOOD,51.760526,-1.260176,111.478952,5735835.833585,620071.865346,-111.478952,30U,8.586170,-0.501497,-0.007113,0.011960,-0.009746,6.240825
1403713563933543,INS_SOLUTION_GOOD,51.760528,-1.260176,111.479131,5735836.004938,620071.851246,-111.479131,30U,8.579722,-0.501076,-0.011182,0.012085,-0.009629,6.240793
1403713563953323,INS_SOLUTION_GOOD,51.760529,-1.260176,111.479375,5735836.176179,620071.837149,-111.479375,30U,8.574277,-0.500144,-0.013616,0.012316,-0.009611,6.240763
1403713563973418,INS_SOLUTION_GOOD,51.760531,-1.260176,111.479758,5735836.347198,620071.823057,-111.479758,30U,8.567252,-0.498498,-0.024184,0.012533,-0.009683,6.240706
1403713563993412,INS_SOLUTION_GOOD,51.760532,-1.260176,111.480306,5735836.518219,620071.809034,-111.480306,30U,8.565337,-0.497831,-0.030482,0.012810,-0.009878,6.240637
1403713564013418,INS_SOLUTION_GOOD,51.760534,-1.260176,111.480989,5735836.689128,620071.795013,-111.480989,30U,8.558513,-0.498843,-0.038163,0.013002,-0.010264,6.240573
1403713564034022,INS_SOLUTION_GOOD,51.760535,-1.260177,111.481755,5735836.859925,620071.780927,-111.481755,30U,8.553023,-0.499815,-0.039922,0.013237,-0.010751,6.240540
1403713564054805,INS_SOLUTION_GOOD,51.760537,-1.260177,111.482593,5735837.030610,620071.766842,-111.482593,30U,8.547823,-0.499445,-0.043773,0.013462,-0.011339,6.240505
1403713564073468,INS_SOLUTION_GOOD,51.760538,-1.260177,111.483491,5735837.201185,620071.752761,-111.483491,30U,8.542752,-0.503107,-0.045032,0.013755,-0.012011,6.240491
1403713564093299,INS_SOLUTION_GOOD,51.760540,-1.260177,111.484375,5735837.371646,620071.738613,-111.484375,30U,8.538513,-0.503728,-0.040167,0.013981,-0.012668,6.240513
1403713564113660,INS_SOLUTION_GOOD,51.760541,-1.260177,111.485065,5735837.541996,620071.724468,-111.485065,30U,8.533328,-0.503306,-0.028155,0.014161,-0.013138,6.240523
1403713564133463,INS_SOLUTION_GOOD,51.760543,-1.260177,111.485509,5735837.712348,620071.710392,-111.485509,30U,8.527504,-0.503051,-0.015766,0.014397,-0.013444,6.240506
1403713564153189,INS_SOLUTION_GOOD,51.760544,-1.260177,111.485772,5735837.882476,620071.696252,-111.485772,30U,8.524967,-0.502564,-0.010303,0.014527,-0.013606,6.240484
1403713564173305,INS_SOLUTION_GOOD,51.760546,-1.260178,111.485987,5735838.052605,620071.682181,-111.485987,30U,8.516015,-0.499705,-0.012451,0.014648,-0.013792,6.240440
1403713564193302,INS_SOLUTION_GOOD,51.760548,-1.260178,111.486287,5735838.222512,620071.668116,-111.486287,30U,8.510375,-0.499352,-0.018995,0.014651,-0.013912,6.240368
1403713564213154,INS_SOLUTION_GOOD,51.760549,-1.260178,111.486728,5735838.392308,620071.654053,-111.486728,30U,8.506189,-0.499233,-0.025234,0.014775,-0.014059,6.240283
1403713564234177,INS_SOLUTION_GOOD,51.760551,-1.260178,111.487181,5735838.562105,620071.640059,-111.487181,30U,8.501931,-0.500112,-0.018501,0.014963,-0.014053,6.240166
1403713564254914,INS_SOLUTION_GOOD,51.760552,-1.260178,111.487453,5735838.731790,620071.625999,-111.487453,30U,8.495109,-0.503484,-0.010337,0.015243,-0.013855,6.240078
1403713564273291,INS_SOLUTION_GOOD,51.760554,-1.260178,111.487568,5735838.901250,620071.611875,-111.487568,30U,8.490520,-0.502670,-0.002832,0.015532,-0.013453,6.239997
1403713564293302,INS_SOLUTION_GOOD,51.760555,-1.260178,111.487600,5735839.070711,620071.597751,-111.487600,30U,8.486455,-0.505542,-0.000363,0.015937,-0.013036,6.239920
1403713564313663,INS_SOLUTION_GOOD,51.760557,-1.260179,111.487482,5735839.240058,620071.583561,-111.487482,30U,8.482598,-0.506541,0.013172,0.016463,-0.012493,6.239876
1403713564333665,INS_SOLUTION_GOOD,51.760558,-1.260179,111.487081,5735839.409408,620071.569439,-111.487081,30U,8.475945,-0.502431,0.025036,0.017009,-0.011797,6.239830
1403713564353399,INS_SOLUTION_GOOD,51.760560,-1.260179,111.486501,5735839.578535,620071.555323,-111.486501,30U,8.473203,-0.501808,0.032243,0.017466,-0.010990,6.239776
1403713564373319,INS_SOLUTION_GOOD,51.760561,-1.260179,111.485833,5735839.747554,620071.541348,-111.485833,30U,8.467870,-0.498615,0.034412,0.017857,-0.010207,6.239706
1403713564393550,INS_SOLUTION_GOOD,51.760563,-1.260179,111.485141,5735839.916573,620071.527373,-111.485141,30U,8.461532,-0.497483,0.035025,0.017961,-0.009399,6.239633
1403713564413431,INS_SOLUTION_GOOD,51.760564,-1.260179,111.484538,5735840.085367,620071.513334,-111.484538,30U,8.455962,-0.500120,0.022893,0.017981,-0.008743,6.239590
1403713564434139,INS_SOLUTION_GOOD,51.760566,-1.260179,111.484229,5735840.254162,620071.499295,-111.484229,30U,8.448408,-0.500851,0.007521,0.017839,-0.008300,6.239543
1403713564455278,INS_SOLUTION_GOOD,51.760567,-1.260180,111.484206,5735840.422733,620071.485192,-111.484206,30U,8.445932,-0.506720,-0.001662,0.017760,-0.008089,6.239510
1403713564473439,INS_SOLUTION_GOOD,51.760569,-1.260180,111.484219,5735840.591302,620071.471021,-111.484219,30U,8.441810,-0.511461,0.001131,0.017902,-0.007873,6.239494
1403713564493545,INS_SOLUTION_GOOD,51.760570,-1.260180,111.484171,5735840.759757,620071.456714,-111.484171,30U,8.433319,-0.513484,0.001609,0.018199,-0.007698,6.239476
1403713564513386,INS_SOLUTION_GOOD,51.760572,-1.260180,111.484173,5735840.927989,620071.442412,-111.484173,30U,8.427067,-0.514095,-0.005649,0.018660,-0.007520,6.239433
1403713564533391,INS_SOLUTION_GOOD,51.760573,-1.260180,111.484446,5735841.096111,620071.428113,-111.484446,30U,8.419747,-0.514731,-0.022792,0.019144,-0.007421,6.239368
1403713564553436,INS_SOLUTION_GOOD,51.760575,-1.260180,111.485065,5735841.264120,620071.413816,-111.485065,30U,8.415674,-0.514545,-0.039303,0.019699,-0.007442,6.239298
1403713564573518,INS_SOLUTION_GOOD,51.760576,-1.260181,111.485982,5735841.432021,620071.399591,-111.485982,30U,8.408775,-0.511340,-0.051752,0.020022,-0.007621,6.239242
1403713564593569,INS_SOLUTION_GOOD,51.760578,-1.260181,111.487120,5735841.599810,620071.385369,-111.487120,30U,8.404352,-0.507149,-0.060711,0.020265,-0.007820,6.239147
1403713564613315,INS_SOLUTION_GOOD,51.760579,-1.260181,111.488338,5735841.767601,620071.371216,-111.488338,30U,8.401210,-0.507197,-0.061018,0.020426,-0.008080,6.239036
1403713564634538,INS_SOLUTION_GOOD,51.760581,-1.260181,111.489592,5735841.935171,620071.357137,-111.489592,30U,8.391150,-0.505439,-0.064783,0.020555,-0.008352,6.238931
1403713564655282,INS_SOLUTION_GOOD,51.760582,-1.260181,111.490930,5735842.102628,620071.342992,-111.490930,30U,8.387443,-0.506667,-0.071382,0.020771,-0.008654,6.238809
1403713564673444,INS_SOLUTION_GOOD,51.760584,-1.260181,111.492420,5735842.269974,620071.328850,-111.492420,30U,8.379630,-0.506762,-0.077746,0.020827,-0.009005,6.238706
1403713564693285,INS_SOLUTION_GOOD,51.760585,-1.260181,111.493964,5735842.437209,620071.314710,-111.493964,30U,8.377725,-0.507891,-0.075065,0.020628,-0.009350,6.238605
1403713564713544,INS_SOLUTION_GOOD,51.760587,-1.260182,111.495410,5735842.604332,620071.300573,-111.495410,30U,8.372758,-0.507649,-0.065886,0.020385,-0.009698,6.238486
1403713564733195,INS_SOLUTION_GOOD,51.760588,-1.260182,111.496618,5735842.771456,620071.286435,-111.496618,30U,8.366141,-0.511866,-0.054139,0.020260,-0.009885,6.238370
1403713564753325,INS_SOLUTION_GOOD,51.760590,-1.260182,111.497619,5735842.938353,620071.272166,-111.497619,30U,8.360082,-0.515380,-0.046208,0.020325,-0.010056,6.238292
1403713564773435,INS_SOLUTION_GOOD,51.760592,-1.260182,111.498510,5735843.105138,620071.257829,-111.498510,30U,8.353990,-0.518534,-0.042743,0.020397,-0.010118,6.238216
1403713564793433,INS_SOLUTION_GOOD,51.760593,-1.260182,111.499316,5735843.271923,620071.243493,-111.499316,30U,8.349840,-0.521176,-0.037421,0.020378,-0.010097,6.238153
1403713564813064,INS_SOLUTION_GOOD,51.760595,-1.260182,111.500019,5735843.438483,620071.229024,-111.500019,30U,8.344091,-0.523906,-0.034994,0.020336,-0.010044,6.238100
1403713564834331,INS_SOLUTION_GOOD,51.760596,-1.260182,111.500732,5735843.604931,620071.214558,-111.500732,30U,8.338517,-0.527261,-0.038173,0.020340,-0.010057,6.238043
1403713564854093,INS_SOLUTION_GOOD,51.760598,-1.260183,111.501506,5735843.771266,620071.200025,-111.501506,30U,8.331804,-0.527600,-0.040536,0.020520,-0.010195,6.238002
1403713564873697,INS_SOLUTION_GOOD,51.760599,-1.260183,111.502278,5735843.937601,620071.185492,-111.502278,30U,8.327545,-0.526087,-0.037526,0.020540,-0.010353,6.237956
1403713564893420,INS_SOLUTION_GOOD,51.760600,-1.260183,111.502986,5735844.103716,620071.171034,-111.502986,30U,8.322089,-0.521963,-0.035693,0.020529,-0.010574,6.237887
1403713564913324,INS_SOLUTION_GOOD,51.760602,-1.260182,111.507700,5735844.234071,620071.201481,-111.507700,30U,8.312364,-0.515881,-0.034576,0.020318,-0.010796,6.237769
1403713564933322,INS_SOLUTION_GOOD,51.760603,-1.260183,111.508351,5735844.399968,620071.187235,-111.508351,30U,8.310572,-0.515917,-0.029398,0.019987,-0.011005,6.237670
1403713564953306,INS_SOLUTION_GOOD,51.760605,-1.260183,111.508947,5735844.565863,620071.172920,-111.508947,30U,8.303925,-0.514372,-0.029745,0.020035,-0.011214,6.237524
1403713564973288,INS_SOLUTION_GOOD,51.760606,-1.260183,111.509442,5735844.731538,620071.158680,-111.509442,30U,8.299741,-0.517356,-0.022758,0.020174,-0.011422,6.237391
1403713564993333,INS_SOLUTION_GOOD,51.760608,-1.260183,111.509961,5735844.897100,620071.144373,-111.509961,30U,8.290459,-0.518581,-0.028861,0.020480,-0.011696,6.237296
1403713565013952,INS_SOLUTION_GOOD,51.760609,-1.260183,111.510515,5735845.062550,620071.130068,-111.510515,30U,8.289111,-0.516414,-0.028026,0.020883,-0.011931,6.237177
1403713565034330,INS_SOLUTION_GOOD,51.760611,-1.260183,111.511099,5735845.228001,620071.115764,-111.511099,30U,8.283048,-0.519229,-0.026179,0.021445,-0.012267,6.237079
1403713565053990,INS_SOLUTION_GOOD,51.760612,-1.260183,111.511564,5735845.393229,620071.101465,-111.511564,30U,8.279753,-0.516822,-0.020601,0.021913,-0.012483,6.236988
1403713565073438,INS_SOLUTION_GOOD,51.760614,-1.260184,111.511980,5735845.558458,620071.087235,-111.511980,30U,8.271150,-0.514861,-0.020403,0.022080,-0.012698,6.236883
1403713565093217,INS_SOLUTION_GOOD,51.760615,-1.260184,111.512474,5735845.723466,620071.073010,-111.512474,30U,8.268614,-0.514091,-0.030612,0.021827,-0.012980,6.236792
1403713565113208,INS_SOLUTION_GOOD,51.760617,-1.260184,111.513156,5735845.888473,620071.058785,-111.513156,30U,8.264796,-0.513822,-0.037521,0.020992,-0.013480,6.236704
1403713565133329,INS_SOLUTION_GOOD,51.760618,-1.260184,111.513912,5735846.053368,620071.044494,-111.513912,30U,8.256987,-0.521130,-0.036046,0.020287,-0.014132,6.236599
1403713565153268,INS_SOLUTION_GOOD,51.760620,-1.260184,111.514494,5735846.218148,620071.030067,-111.514494,30U,8.252868,-0.529635,-0.024367,0.019636,-0.014626,6.236522
1403713565173456,INS_SOLUTION_GOOD,51.760621,-1.260184,111.514934,5735846.382813,620071.015505,-111.514934,30U,8.245945,-0.534088,-0.019906,0.019089,-0.015034,6.236464
1403713565193308,INS_SOLUTION_GOOD,51.760622,-1.260185,111.515143,5735846.547254,620071.000880,-111.515143,30U,8.239128,-0.537122,-0.004089,0.019093,-0.015236,6.236386
1403713565213832,INS_SOLUTION_GOOD,51.760624,-1.260185,111.515169,5735846.711693,620070.986116,-111.515169,30U,8.232583,-0.544965,0.005435,0.019228,-0.015177,6.236363
1403713565234084,INS_SOLUTION_GOOD,51.760625,-1.260185,111.515045,5735846.875907,620070.971289,-111.515045,30U,8.227884,-0.543163,0.003909,0.019140,-0.014873,6.236381
1403713565254517,INS_SOLUTION_GOOD,51.760627,-1.260185,111.515009,5735847.040122,620070.956531,-111.515009,30U,8.225965,-0.539572,0.006057,0.019066,-0.014674,6.236377
1403713565273320,INS_SOLUTION_GOOD,51.760628,-1.260185,111.514791,5735847.204228,620070.941844,-111.514791,30U,8.216842,-0.541817,0.013421,0.019173,-0.014229,6.236350
1403713565293312,INS_SOLUTION_GOOD,51.760630,-1.260185,111.514398,5735847.368111,620070.927094,-111.514398,30U,8.214690,-0.538445,0.026987,0.019505,-0.013537,6.236330
1403713565313325,INS_SOLUTION_GOOD,51.760631,-1.260185,111.513819,5735847.532107,620070.912479,-111.513819,30U,8.209289,-0.530358,0.025417,0.020044,-0.012776,6.236260
1403713565333706,INS_SOLUTION_GOOD,51.760633,-1.260186,111.513319,5735847.695885,620070.898007,-111.513319,30U,8.202348,-0.527801,0.025323,0.020579,-0.011988,6.236146
1403713565353471,INS_SOLUTION_GOOD,51.760634,-1.260186,111.512915,5735847.859552,620070.883607,-111.512915,30U,8.202230,-0.522377,0.017365,0.021019,-0.011284,6.236047
1403713565373459,INS_SOLUTION_GOOD,51.760636,-1.260186,111.512660,5735848.023224,620070.869345,-111.512660,30U,8.194850,-0.514771,0.011213,0.021131,-0.010678,6.235903
1403713565393467,INS_SOLUTION_GOOD,51.760637,-1.260186,111.512512,5735848.186674,620070.855158,-111.512512,30U,8.193168,-0.514800,0.004982,0.021018,-0.010237,6.235754
1403713565414091,INS_SOLUTION_GOOD,51.760639,-1.260186,111.512324,5735848.350234,620070.840898,-111.512324,30U,8.187313,-0.517899,0.012616,0.020550,-0.009731,6.235653
1403713565434352,INS_SOLUTION_GOOD,51.760640,-1.260186,111.511948,5735848.513572,620070.826644,-111.511948,30U,8.183691,-0.520173,0.025771,0.020308,-0.009215,6.235575
1403713565456166,INS_SOLUTION_GOOD,51.760642,-1.260187,111.511244,5735848.676908,620070.812321,-111.511244,30U,8.176294,-0.527800,0.037496,0.020036,-0.008583,6.235496
1403713565473580,INS_SOLUTION_GOOD,51.760643,-1.260187,111.510624,5735848.839902,620070.797661,-111.510624,30U,8.168707,-0.543605,0.028472,0.019561,-0.008126,6.235566
1403713565493603,INS_SOLUTION_GOOD,51.760645,-1.260187,111.510233,5735849.002894,620070.782932,-111.510233,30U,8.162591,-0.541873,0.010046,0.019423,-0.007753,6.235644
1403713565513449,INS_SOLUTION_GOOD,51.760646,-1.260187,111.510312,5735849.165775,620070.768206,-111.510312,30U,8.153756,-0.548501,-0.015338,0.019437,-0.007717,6.235653
1403713565533678,INS_SOLUTION_GOOD,51.760648,-1.260187,111.510841,5735849.328429,620070.753277,-111.510841,30U,8.151324,-0.553291,-0.037162,0.019515,-0.007861,6.235779
1403713565553587,INS_SOLUTION_GOOD,51.760649,-1.260187,111.511744,5735849.491085,620070.738418,-111.511744,30U,8.143251,-0.542591,-0.050813,0.019565,-0.008189,6.235829
1403713565573443,INS_SOLUTION_GOOD,51.760650,-1.260187,111.512783,5735849.653521,620070.723702,-111.512783,30U,8.142826,-0.543051,-0.054419,0.019533,-0.008550,6.235808
1403713565593466,INS_SOLUTION_GOOD,51.760652,-1.260188,111.513952,5735849.815958,620070.708987,-111.513952,30U,8.132268,-0.539427,-0.066563,0.019390,-0.008999,6.235815
1403713565613725,INS_SOLUTION_GOOD,51.760653,-1.260188,111.515418,5735849.978173,620070.694345,-111.515418,30U,8.129439,-0.536186,-0.079216,0.019151,-0.009574,6.235753
1403713565634483,INS_SOLUTION_GOOD,51.760655,-1.260188,111.517108,5735850.140389,620070.679704,-111.517108,30U,8.123228,-0.538242,-0.089360,0.018929,-0.010207,6.235698
1403713565655927,INS_SOLUTION_GOOD,51.760656,-1.260188,111.518896,5735850.302495,620070.665134,-111.518896,30U,8.119909,-0.535332,-0.088786,0.018797,-0.010841,6.235640
1403713565673710,INS_SOLUTION_GOOD,51.760658,-1.260188,111.520569,5735850.464490,620070.650567,-111.520569,30U,8.117606,-0.534676,-0.077885,0.018641,-0.011421,6.235571
1403713565693477,INS_SOLUTION_GOOD,51.760659,-1.260188,111.522014,5735850.626485,620070.635999,-111.522014,30U,8.109155,-0.536050,-0.067805,0.018365,-0.011813,6.235542
1403713565713454,INS_SOLUTION_GOOD,51.760661,-1.260189,111.523278,5735850.788257,620070.621437,-111.523278,30U,8.106455,-0.535310,-0.060622,0.017961,-0.012072,6.235499
1403713565733482,INS_SOLUTION_GOOD,51.760662,-1.260189,111.524450,5735850.950028,620070.606807,-111.524450,30U,8.099915,-0.538076,-0.058350,0.017590,-0.012304,6.235451
1403713565753481,INS_SOLUTION_GOOD,51.760664,-1.260189,111.525580,5735851.111576,620070.592181,-111.525580,30U,8.094851,-0.539828,-0.053214,0.017347,-0.012514,6.235419
1403713565773483,INS_SOLUTION_GOOD,51.760665,-1.260189,111.526591,5735851.273123,620070.577486,-111.526591,30U,8.092010,-0.540230,-0.045979,0.017297,-0.012690,6.235373
1403713565793463,INS_SOLUTION_GOOD,51.760667,-1.260189,111.527386,5735851.434559,620070.562794,-111.527386,30U,8.087756,-0.542666,-0.031763,0.017470,-0.012822,6.235371
1403713565813991,INS_SOLUTION_GOOD,51.760668,-1.260189,111.527940,5735851.595885,620070.548174,-111.527940,30U,8.081077,-0.534901,-0.024444,0.017163,-0.012890,6.235344
1403713565837365,INS_SOLUTION_GOOD,51.760669,-1.260189,111.528365,5735851.757214,620070.533692,-111.528365,30U,8.077723,-0.533515,-0.017377,0.016758,-0.012985,6.235272
1403713565853870,INS_SOLUTION_GOOD,51.760671,-1.260190,111.528687,5735851.918319,620070.519146,-111.528687,30U,8.070660,-0.535994,-0.016410,0.016248,-0.013002,6.235216
1403713565874093,INS_SOLUTION_GOOD,51.760672,-1.260190,111.529016,5735852.079312,620070.504534,-111.529016,30U,8.067833,-0.537864,-0.015831,0.015744,-0.013079,6.235189
1403713565893362,INS_SOLUTION_GOOD,51.760674,-1.260190,111.529322,5735852.240304,620070.489921,-111.529322,30U,8.063958,-0.540300,-0.012432,0.015158,-0.013280,6.235185
1403713565913497,INS_SOLUTION_GOOD,51.760675,-1.260190,111.529457,5735852.401183,620070.475243,-111.529457,30U,8.054508,-0.542278,-0.002585,0.014633,-0.013262,6.235185
1403713565933451,INS_SOLUTION_GOOD,51.760677,-1.260190,111.529389,5735852.561841,620070.460569,-111.529389,30U,8.049833,-0.544235,0.008489,0.014459,-0.013191,6.235146
1403713565953994,INS_SOLUTION_GOOD,51.760678,-1.260190,111.529150,5735852.722496,620070.445827,-111.529150,30U,8.044020,-0.548822,0.012958,0.014672,-0.012872,6.235111
1403713565973202,INS_SOLUTION_GOOD,51.760680,-1.260191,111.528907,5735852.882927,620070.431021,-111.528907,30U,8.039907,-0.545252,0.011304,0.015057,-0.012530,6.235062
1403713565993368,INS_SOLUTION_GOOD,51.760681,-1.260191,111.528718,5735853.043362,620070.416353,-111.528718,30U,8.034333,-0.541915,0.008192,0.015386,-0.012219,6.234969
1403713566013979,INS_SOLUTION_GOOD,51.760682,-1.260191,111.528580,5735853.203574,620070.401690,-111.528580,30U,8.028753,-0.538926,0.005490,0.015623,-0.011877,6.234864
1403713566034372,INS_SOLUTION_GOOD,51.760684,-1.260191,111.528508,5735853.363790,620070.387165,-111.528508,30U,8.024181,-0.535014,0.001030,0.015662,-0.011615,6.234730
1403713566054846,INS_SOLUTION_GOOD,51.760685,-1.260191,111.528483,5735853.523894,620070.372643,-111.528483,30U,8.017617,-0.534958,0.001121,0.015659,-0.011339,6.234575
1403713566073741,INS_SOLUTION_GOOD,51.760687,-1.260191,111.528496,5735853.683887,620070.358124,-111.528496,30U,8.012509,-0.536161,-0.001530,0.015860,-0.011051,6.234416
1403713566093362,INS_SOLUTION_GOOD,51.760688,-1.260192,111.528565,5735853.843657,620070.343541,-111.528565,30U,8.008106,-0.535179,-0.001889,0.016337,-0.010756,6.234247
1403713566113373,INS_SOLUTION_GOOD,51.760690,-1.260192,111.528651,5735854.003427,620070.329026,-111.528651,30U,8.002109,-0.538711,-0.008327,0.016869,-0.010423,6.234069
1403713566133369,INS_SOLUTION_GOOD,51.760691,-1.260192,111.528758,5735854.163196,620070.314443,-111.528758,30U,8.000310,-0.534727,-0.002200,0.017221,-0.010119,6.233927
1403713566153371,INS_SOLUTION_GOOD,51.760693,-1.260192,111.528815,5735854.322746,620070.300004,-111.528815,30U,7.991395,-0.531969,-0.004667,0.017228,-0.009825,6.233747
1403713566173362,INS_SOLUTION_GOOD,51.760694,-1.260192,111.528862,5735854.482183,620070.285497,-111.528862,30U,7.988386,-0.535037,-0.002696,0.017093,-0.009522,6.233554
1403713566193376,INS_SOLUTION_GOOD,51.760695,-1.260192,111.528979,5735854.641509,620070.270994,-111.528979,30U,7.980067,-0.538835,-0.008533,0.016897,-0.009264,6.233387
1403713566213984,INS_SOLUTION_GOOD,51.760697,-1.260192,111.529078,5735854.800721,620070.256355,-111.529078,30U,7.978450,-0.543214,-0.000203,0.016798,-0.008959,6.233225
1403713566234246,INS_SOLUTION_GOOD,51.760698,-1.260193,111.529100,5735854.959931,620070.241647,-111.529100,30U,7.969043,-0.545035,-0.001424,0.016835,-0.008612,6.233072
