source_timestamp,destination_timestamp,x,y,z,roll,pitch,yaw
1403713572159134,1403713572096628,3.497807e-01,-7.702021e-03,-1.876847e-02,-3.103864e-03,-1.294444e-03,-2.516606e-04
1403713572221630,1403713572159134,3.496551e-01,-2.396445e-03,-2.082314e-02,4.015345e-04,5.538130e-04,-3.270761e-04
1403713572284135,1403713572221630,3.491485e-01,-1.526903e-03,-2.148863e-02,6.487156e-04,1.402368e-03,3.761806e-06
1403713572346633,1403713572284135,3.482988e-01,-1.770359e-03,-2.079568e-02,-7.831135e-04,4.650099e-04,3.114531e-05
1403713572409136,1403713572346633,3.490938e-01,-1.221307e-03,-2.079653e-02,6.034787e-05,-1.782610e-04,2.637123e-05
1403713572471638,1403713572409136,3.493485e-01,-2.604408e-04,-2.040215e-02,8.692063e-04,4.535014e-04,3.531207e-05
1403713572534138,1403713572471638,3.458994e-01,-2.437885e-03,-2.048789e-02,-3.840362e-04,1.263179e-03,2.810187e-04
1403713572596638,1403713572534138,3.436912e-01,-3.394526e-03,-2.031027e-02,-1.464696e-03,1.098960e-03,6.078241e-04
1403713572659138,1403713572596638,3.433417e-01,-4.155205e-03,-1.807789e-02,-1.547829e-03,9.741391e-04,6.260008e-04
1403713572721643,1403713572659138,3.437328e-01,-2.775275e-03,-1.992089e-02,3.610236e-04,-6.116004e-04,-2.164076e-04
1403713572784141,1403713572721643,3.424818e-01,-2.459882e-03,-1.989178e-02,-7.448822e-04,-5.710419e-04,-6.655003e-04
1403713572846644,1403713572784141,3.427531e-01,-1.198950e-03,-1.983061e-02,2.606720e-04,-3.128240e-04,-2.603803e-04
1403713572909146,1403713572846644,3.424397e-01,-7.233744e-04,-2.072629e-02,1.355746e-03,-1.445814e-04,1.968421e-04
1403713572971645,1403713572909146,3.406885e-01,-2.629311e-04,-2.022550e-02,3.091813e-04,-7.048402e-05,1.171573e-04
1403713573034146,1403713572971645,3.400081e-01,-1.540144e-03,-1.993627e-02,-2.242690e-04,-2.444889e-04,-5.452742e-05
1403713573096648,1403713573034146,3.383847e-01,-2.104659e-03,-2.003703e-02,-4.749718e-04,-3.097809e-04,-2.011202e-04
1403713573159149,1403713573096648,3.370813e-01,-3.050117e-03,-1.910316e-02,-1.004206e-03,-1.286600e-04,-2.221051e-04
1403713573221651,1403713573159149,3.412824e-01,-1.835703e-03,-1.901736e-02,2.489985e-04,-3.478279e-04,-1.498012e-04
1403713573284158,1403713573221651,3.357606e-01,-2.783701e-03,-1.990019e-02,-4.683314e-04,-3.763530e-04,-2.214992e-05
1403713573346653,1403713573284158,3.343123e-01,-2.231140e-03,-2.042246e-02,4.840679e-05,3.404081e-04,-8.228635e-05
1403713573409155,1403713573346653,3.351823e-01,-1.887887e-03,-1.958593e-02,2.686982e-04,3.818141e-04,-1.407696e-04
1403713573471657,1403713573409155,3.326968e-01,-3.243185e-03,-2.046578e-02,-9.154442e-04,8.019497e-05,1.711477e-05
1403713573534158,1403713573471657,3.319675e-01,-2.787564e-03,-1.935789e-02,-3.324420e-04,-6.541717e-05,-6.183859e-05
1403713573596659,1403713573534158,3.341978e-01,-2.983807e-03,-1.894029e-02,-4.648818e-04,-5.817622e-04,-3.649529e-05
1403713573659163,1403713573596659,3.335611e-01,-3.498600e-03,-1.799395e-02,-1.050421e-03,-4.443183e-04,-1.877419e-05
1403713573721667,1403713573659163,3.305145e-01,-2.038315e-03,-1.718166e-02,4.796048e-04,-7.727687e-04,-8.211303e-05
1403713573784167,1403713573721667,3.334134e-01,-2.984595e-03,-1.770013e-02,3.650112e-04,-7.912193e-04,4.233070e-05
1403713573846666,1403713573784167,3.255908e-01,-2.134349e-03,-1.974146e-02,-3.995257e-04,-1.257862e-05,-2.205505e-04
1403713573909169,1403713573846666,3.236558e-01,-2.169477e-03,-2.142848e-02,8.303862e-05,1.464244e-03,-1.093539e-04
1403713573971669,1403713573909169,3.228583e-01,-2.013970e-03,-2.227599e-02,-7.419328e-04,1.732099e-03,1.851326e-04
1403713574034169,1403713573971669,3.228286e-01,-2.288409e-03,-2.166775e-02,-6.299319e-04,1.315993e-03,4.460308e-04
1403713574096668,1403713574034169,3.213178e-01,-1.276929e-03,-1.893901e-02,-1.152417e-04,8.569944e-04,6.009803e-04
1403713574159171,1403713574096668,3.244228e-01,-2.794005e-03,-1.727699e-02,-4.929663e-04,5.176264e-04,7.024931e-04
1403713574221670,1403713574159171,3.210860e-01,-9.174384e-04,-1.611661e-02,1.012580e-04,1.080564e-03,5.258289e-04
1403713574284171,1403713574221670,3.178521e-01,-6.154241e-04,-1.541071e-02,3.718602e-04,8.897109e-04,3.166063e-04
1403713574346672,1403713574284171,3.195344e-01,-7.898978e-04,-1.547805e-02,-4.291406e-04,1.200109e-04,4.704161e-04
1403713574409172,1403713574346672,3.184590e-01,4.134941e-04,-1.554678e-02,1.117022e-03,-1.701894e-03,5.551178e-04
1403713574471672,1403713574409172,3.194547e-01,-1.408271e-03,-1.815342e-02,6.818299e-04,-2.349654e-03,7.299133e-04
1403713574534174,1403713574471672,3.162344e-01,-5.528795e-04,-1.968759e-02,6.887480e-04,-2.505356e-03,4.910574e-04
1403713574596673,1403713574534174,3.222030e-01,4.514084e-04,-2.134394e-02,1.318949e-03,-1.652162e-03,4.836571e-04
1403713574659177,1403713574596673,3.121197e-01,-7.408580e-04,-2.061766e-02,6.296273e-04,-3.034308e-04,3.936056e-04
1403713574721676,1403713574659177,3.121360e-01,-2.071350e-03,-1.976088e-02,-3.564800e-05,-3.273796e-05,3.875900e-04
1403713574784176,1403713574721676,3.101052e-01,-2.120601e-03,-1.981580e-02,6.034974e-04,1.742548e-04,3.453164e-04
1403713574846678,1403713574784176,3.056393e-01,-9.957471e-05,-2.009429e-02,3.754253e-04,4.546635e-04,5.720679e-04
1403713574909180,1403713574846678,3.053102e-01,-1.699662e-03,-1.795359e-02,-4.621574e-04,1.143450e-03,6.385853e-04
1403713574971681,1403713574909180,3.050644e-01,-1.907041e-03,-1.788755e-02,-5.379788e-04,1.192817e-03,3.111806e-04
1403713575034184,1403713574971681,3.063118e-01,-3.141774e-03,-1.641540e-02,-1.235318e-03,4.140051e-04,8.013187e-05
1403713575096684,1403713575034184,3.052730e-01,-4.041125e-03,-1.611951e-02,-1.162608e-03,-2.696393e-04,8.686563e-05
1403713575159186,1403713575096684,3.031859e-01,-9.393457e-04,-1.533157e-02,4.631457e-04,-1.192952e-03,8.658300e-05
1403713575221687,1403713575159186,2.984675e-01,-1.209445e-04,-1.685306e-02,1.110899e-03,-1.134303e-03,3.044034e-04
1403713575284189,1403713575221687,2.995011e-01,-3.576317e-05,-1.684457e-02,1.313263e-03,-6.855881e-05,4.724447e-04
1403713575346690,1403713575284189,2.982403e-01,7.058429e-04,-1.788028e-02,1.342599e-03,3.595984e-04,2.772203e-04
1403713575409191,1403713575346690,2.921045e-01,1.340446e-03,-1.899629e-02,1.489119e-03,1.396041e-05,-2.366960e-04
1403713575471692,1403713575409191,2.906052e-01,-1.981807e-04,-1.919392e-02,5.395369e-04,1.754447e-05,-1.171138e-04
1403713575534194,1403713575471692,2.906913e-01,-2.171207e-03,-1.957056e-02,1.760433e-04,3.315241e-04,2.784740e-04
1403713575596696,1403713575534194,2.875165e-01,-2.740673e-03,-1.854035e-02,-8.263827e-04,5.412763e-04,6.104119e-04
1403713575659197,1403713575596696,2.812489e-01,-3.887513e-03,-1.886580e-02,-1.972000e-03,6.941737e-04,6.808470e-04
1403713575721698,1403713575659197,2.830492e-01,-3.985081e-03,-1.682336e-02,-1.556495e-03,1.591246e-03,3.679996e-04
1403713575784200,1403713575721698,2.810528e-01,-3.077007e-03,-1.633330e-02,-8.950559e-04,1.570836e-03,-6.852094e-05
1403713575846702,1403713575784200,2.788758e-01,-1.230467e-03,-1.575484e-02,3.390100e-04,9.703587e-04,-2.548762e-04
1403713575909203,1403713575846702,2.763785e-01,-7.714640e-05,-1.598532e-02,7.725056e-04,5.638584e-04,-1.137812e-04
1403713575971704,1403713575909203,2.762022e-01,1.243064e-04,-1.670480e-02,1.218451e-03,4.623329e-04,1.358470e-04
1403713576034205,1403713575971704,2.745850e-01,5.342408e-04,-1.564036e-02,7.182415e-04,1.431103e-04,2.273273e-04
1403713576096707,1403713576034205,2.718841e-01,-1.428141e-03,-1.644195e-02,4.919979e-04,-5.695332e-04,1.604555e-04
1403713576159209,1403713576096707,2.665787e-01,-2.040398e-03,-1.721111e-02,-3.422106e-04,-9.100038e-04,1.044916e-04
1403713576221710,1403713576159209,2.662904e-01,-3.582115e-03,-1.621928e-02,-1.343697e-03,-7.135687e-04,2.412241e-04
1403713576284211,1403713576221710,2.651964e-01,-4.331966e-03,-1.494284e-02,-1.655807e-03,-4.788448e-04,2.654499e-04
1403713576346713,1403713576284211,2.644105e-01,-3.284190e-03,-1.577838e-02,-3.025467e-04,-4.357143e-05,1.856321e-05
1403713576409214,1403713576346713,2.614072e-01,-1.920995e-03,-1.570135e-02,-2.558393e-05,8.090913e-05,-8.976943e-05
1403713576471715,1403713576409214,2.614716e-01,-1.735237e-03,-1.412008e-02,-7.365985e-04,-4.827738e-04,3.422915e-05
1403713576534217,1403713576471715,2.577587e-01,-3.761922e-03,-1.354826e-02,-1.508177e-03,-1.467065e-03,1.166222e-04
1403713576596718,1403713576534217,2.551571e-01,-3.087898e-03,-1.342959e-02,-1.056323e-03,-1.964648e-03,7.236898e-05
1403713576659220,1403713576596718,2.534590e-01,-3.467723e-03,-1.399519e-02,-3.311103e-04,-1.091368e-03,3.973255e-05
1403713576721724,1403713576659220,2.476681e-01,-7.234899e-04,-1.676024e-02,1.551356e-03,5.525280e-04,-1.153252e-04
1403713576784225,1403713576721724,2.463915e-01,1.158763e-03,-1.710672e-02,2.595556e-03,1.948367e-03,-4.672244e-05
1403713576846724,1403713576784225,2.439327e-01,1.057364e-05,-1.600607e-02,8.870239e-04,1.606675e-03,1.330230e-04
1403713576909226,1403713576846724,2.415676e-01,-7.509798e-04,-1.432865e-02,-9.512047e-04,-1.470941e-04,2.160583e-04
1403713576971727,1403713576909226,2.383712e-01,-2.897253e-03,-1.337012e-02,-7.895160e-04,-1.176708e-03,2.104582e-04
1403713577034229,1403713576971727,2.399145e-01,-2.801350e-03,-1.299856e-02,1.506849e-04,-1.282440e-03,4.289422e-05
1403713577096730,1403713577034229,2.340320e-01,-4.333895e-03,-1.518403e-02,-1.169453e-03,-6.731572e-04,1.164541e-04
1403713577159231,1403713577096730,2.333638e-01,-3.255377e-03,-1.437884e-02,-1.757452e-03,2.513979e-04,1.988206e-04
1403713577221732,1403713577159231,2.297033e-01,-1.467265e-03,-1.391602e-02,-7.171616e-04,1.195482e-03,4.475418e-04
1403713577284237,1403713577221732,2.344225e-01,-2.326454e-03,-1.239942e-02,-1.793718e-05,1.715446e-03,6.042320e-04
1403713577346736,1403713577284237,2.301571e-01,-2.545956e-03,-1.126090e-02,-4.550981e-04,1.254390e-03,3.728517e-04
1403713577409237,1403713577346736,2.293685e-01,-1.415300e-03,-1.128647e-02,2.559211e-04,-2.782481e-04,-2.574816e-04
1403713577471740,1403713577409237,2.286560e-01,1.506767e-03,-1.271180e-02,1.644180e-03,-1.291960e-03,-7.637437e-04
