source_timestamp,destination_timestamp
1403713601409683,1403713601284683
1403713601472187,1403713601409683
1403713601534686,1403713601472187
1403713601597187,1403713601534686
1403713601722189,1403713601597187
1403713601784690,1403713601722189
1403713601847191,1403713601784690
1403713601909694,1403713601847191
1403713602034694,1403713601909694
1403713602097196,1403713602034694
1403713602159697,1403713602097196
1403713602222200,1403713602159697
1403713602347200,1403713602222200
1403713602409701,1403713602347200
1403713602472203,1403713602409701
1403713602597204,1403713602472203
1403713602659706,1403713602597204
1403713602722208,1403713602659706
1403713602784709,1403713602722208
1403713602909710,1403713602784709
1403713602972211,1403713602909710
1403713603034714,1403713602972211
1403713603097214,1403713603034714
1403713603222216,1403713603097214
1403713603284717,1403713603222216
1403713603347219,1403713603284717
1403713603409720,1403713603347219
1403713603534726,1403713603409720
1403713603597226,1403713603534726
1403713603659725,1403713603597226
1403713603784727,1403713603659725
1403713603847228,1403713603784727
1403713603909729,1403713603847228
1403713603972231,1403713603909729
1403713604097232,1403713603972231
1403713604159734,1403713604097232
1403713604222235,1403713604159734
1403713604284737,1403713604222235
1403713604409739,1403713604284737
1403713604472240,1403713604409739
1403713604534741,1403713604472240
1403713604597243,1403713604534741
1403713604722244,1403713604597243
1403713604784745,1403713604722244
1403713604847247,1403713604784745
1403713604972249,1403713604847247
1403713605034750,1403713604972249
1403713605097252,1403713605034750
1403713605222253,1403713605097252
1403713605284754,1403713605222253
1403713605347259,1403713605284754
1403713605409758,1403713605347259
1403713605534759,1403713605409758
1403713605597260,1403713605534759
1403713605659762,1403713605597260
1403713605784764,1403713605659762
1403713605847265,1403713605784764
1403713605909768,1403713605847265
1403713606034768,1403713605909768
1403713606097269,1403713606034768
1403713606159771,1403713606097269
1403713606222272,1403713606159771
1403713606347274,1403713606222272
1403713606409775,1403713606347274
1403713606472276,1403713606409775
1403713606597280,1403713606472276
1403713606659780,1403713606597280
1403713606722281,1403713606659780
1403713606847282,1403713606722281
1403713606909784,1403713606847282
1403713606972289,1403713606909784
1403713607034786,1403713606972289
1403713607159790,1403713607034786
1403713607222289,1403713607159790
1403713607284791,1403713607222289
1403713607347292,1403713607284791
1403713607472295,1403713607347292
1403713607534796,1403713607472295
1403713607597296,1403713607534796
1403713607659798,1403713607597296
1403713607784803,1403713607659798
1403713607847302,1403713607784803
1403713607909804,1403713607847302
1403713608034804,1403713607909804
1403713608097306,1403713608034804
1403713608159807,1403713608097306
1403713608222308,1403713608159807
1403713608347309,1403713608222308
1403713608409811,1403713608347309
1403713608472313,1403713608409811
1403713608534817,1403713608472313
1403713608659816,1403713608534817
1403713608722317,1403713608659816
1403713608784818,1403713608722317
1403713608847320,1403713608784818
1403713608972321,1403713608847320
1403713609034822,1403713608972321
1403713609097324,1403713609034822
1403713609222328,1403713609097324
1403713609284827,1403713609222328
1403713609347329,1403713609284827
1403713609409830,1403713609347329
1403713609534831,1403713609409830
1403713609597333,1403713609534831
1403713609659834,1403713609597333
1403713609722336,1403713609659834
1403713609847338,1403713609722336
1403713609909839,1403713609847338
1403713609972340,1403713609909839
1403713610034841,1403713609972340
1403713610159843,1403713610034841
1403713610222345,1403713610159843
1403713610284846,1403713610222345
1403713610347347,1403713610284846
1403713610472349,1403713610347347
1403713610534850,1403713610472349
1403713610597351,1403713610534850
1403713610722353,1403713610597351
1403713610784854,1403713610722353
1403713610847356,1403713610784854
1403713610909859,1403713610847356
1403713611034859,1403713610909859
1403713611097362,1403713611034859
1403713611159864,1403713611097362
1403713611222363,1403713611159864
1403713611347364,1403713611222363
1403713611409866,1403713611347364
1403713611472367,1403713611409866
1403713611534869,1403713611472367
1403713611659870,1403713611534869
1403713611722372,1403713611659870
1403713611784874,1403713611722372
1403713611847375,1403713611784874
1403713611972385,1403713611847375
1403713612034878,1403713611972385
1403713612097379,1403713612034878
1403713612159880,1403713612097379
1403713612222382,1403713612159880
1403713612347383,1403713612222382
1403713612409885,1403713612347383
1403713612472386,1403713612409885
1403713612597388,1403713612472386
1403713612659889,1403713612597388
1403713612722390,1403713612659889
1403713612847392,1403713612722390
1403713612909893,1403713612847392
1403713612972395,1403713612909893
1403713613097396,1403713612972395
1403713613159898,1403713613097396
1403713613222401,1403713613159898
1403713613284901,1403713613222401
1403713613409902,1403713613284901
1403713613472404,1403713613409902
1403713613534905,1403713613472404
1403713613597407,1403713613534905
1403713613722411,1403713613597407
1403713613784909,1403713613722411
1403713613847410,1403713613784909
1403713613909912,1403713613847410
1403713614034914,1403713613909912
1403713614097414,1403713614034914
1403713614159917,1403713614097414
1403713614222417,1403713614159917
1403713614284919,1403713614222417
1403713614409926,1403713614284919
1403713614472422,1403713614409926
1403713614534923,1403713614472422
1403713614597425,1403713614534923
1403713614722426,1403713614597425
1403713614784930,1403713614722426
1403713614847432,1403713614784930
1403713614909931,1403713614847432
1403713615034932,1403713614909931
1403713615097434,1403713615034932
1403713615159935,1403713615097434
1403713615222437,1403713615159935
1403713615347438,1403713615222437
1403713615409940,1403713615347438
1403713615472440,1403713615409940
1403713615597442,1403713615472440
1403713615659944,1403713615597442
1403713615722446,1403713615659944
1403713615784947,1403713615722446
1403713615909948,1403713615784947
1403713615972449,1403713615909948
1403713616034951,1403713615972449
1403713616097452,1403713616034951
1403713616222454,1403713616097452
1403713616284956,1403713616222454
1403713616347457,1403713616284956
1403713616409958,1403713616347457
1403713616534959,1403713616409958
1403713616597461,1403713616534959
1403713616659962,1403713616597461
1403713616722465,1403713616659962
1403713616847467,1403713616722465
1403713616909966,1403713616847467
1403713616972469,1403713616909966
1403713617034972,1403713616972469
1403713617159974,1403713617034972
1403713617222473,1403713617159974
1403713617284973,1403713617222473
1403713617347475,1403713617284973
1403713617472478,1403713617347475
1403713617534979,1403713617472478
1403713617597480,1403713617534979
1403713617659981,1403713617597480
1403713617784982,1403713617659981
1403713617847488,1403713617784982
1403713617909985,1403713617847488
1403713617972488,1403713617909985
1403713618097488,1403713617972488
1403713618159990,1403713618097488
1403713618222491,1403713618159990
1403713618347493,1403713618222491
1403713618409994,1403713618347493
1403713618472496,1403713618409994
1403713618534997,1403713618472496
1403713618597498,1403713618534997
1403713618660000,1403713618597498
1403713618785001,1403713618660000
1403713618847502,1403713618785001
1403713618910004,1403713618847502
1403713619035005,1403713618910004
1403713619097507,1403713619035005
1403713619160008,1403713619097507
1403713619222510,1403713619160008
1403713619347511,1403713619222510
1403713619410013,1403713619347511
1403713619472514,1403713619410013
1403713619597515,1403713619472514
1403713619660017,1403713619597515
1403713619722518,1403713619660017
1403713619785020,1403713619722518
1403713619910022,1403713619785020
1403713619972523,1403713619910022
1403713620035024,1403713619972523
1403713620097526,1403713620035024
1403713620222529,1403713620097526
1403713620285030,1403713620222529
1403713620347533,1403713620285030
1403713620410035,1403713620347533
1403713620535034,1403713620410035
1403713620597536,1403713620535034
1403713620660037,1403713620597536
1403713620722539,1403713620660037
1403713620847541,1403713620722539
1403713620910041,1403713620847541
1403713620972542,1403713620910041
1403713621035042,1403713620972542
1403713621160044,1403713621035042
1403713621222545,1403713621160044
1403713621285046,1403713621222545
1403713621347550,1403713621285046
1403713621472551,1403713621347550
1403713621535051,1403713621472551
1403713621597552,1403713621535051
1403713621660054,1403713621597552
1403713621722555,1403713621660054
1403713621847556,1403713621722555
1403713621910058,1403713621847556
1403713621972559,1403713621910058
1403713622035061,1403713621972559
1403713622097562,1403713622035061
1403713622222563,1403713622097562
1403713622285066,1403713622222563
1403713622347570,1403713622285066
1403713622410067,1403713622347570
1403713622535069,1403713622410067
1403713622597572,1403713622535069
1403713622660073,1403713622597572
1403713622722573,1403713622660073
1403713622785074,1403713622722573
1403713622910076,1403713622785074
1403713622972578,1403713622910076
1403713623035078,1403713622972578
1403713623097579,1403713623035078
1403713623222581,1403713623097579
1403713623285082,1403713623222581
1403713623347584,1403713623285082
1403713623410085,1403713623347584
1403713623472586,1403713623410085
1403713623535088,1403713623472586
1403713623660090,1403713623535088
1403713623722591,1403713623660090
1403713623785093,1403713623722591
1403713623847594,1403713623785093
1403713623910095,1403713623847594
1403713624035099,1403713623910095
1403713624097598,1403713624035099
1403713624160099,1403713624097598
1403713624222601,1403713624160099
1403713624347602,1403713624222601
1403713624410104,1403713624347602
1403713624472605,1403713624410104
1403713624535107,1403713624472605
1403713624597607,1403713624535107
1403713624722610,1403713624597607
1403713624785110,1403713624722610
1403713624847612,1403713624785110
1403713624910113,1403713624847612
1403713625035114,1403713624910113
1403713625097616,1403713625035114
1403713625160117,1403713625097616
1403713625222619,1403713625160117
1403713625285120,1403713625222619
1403713625410122,1403713625285120
1403713625472625,1403713625410122
1403713625535126,1403713625472625
1403713625597627,1403713625535126
1403713625722627,1403713625597627
1403713625785130,1403713625722627
1403713625847630,1403713625785130
1403713625910131,1403713625847630
1403713626035133,1403713625910131
1403713626097634,1403713626035133
1403713626160134,1403713626097634
1403713626222635,1403713626160134
1403713626285136,1403713626222635
1403713626410136,1403713626285136
1403713626472636,1403713626410136
1403713626535140,1403713626472636
1403713626597638,1403713626535140
1403713626722638,1403713626597638
1403713626785140,1403713626722638
1403713626847640,1403713626785140
1403713626910140,1403713626847640
1403713626972641,1403713626910140
1403713627097642,1403713626972641
1403713627160142,1403713627097642
1403713627222643,1403713627160142
1403713627285143,1403713627222643
1403713627347643,1403713627285143
1403713627410146,1403713627347643
1403713627472645,1403713627410146
1403713627535145,1403713627472645
1403713627597646,1403713627535145
1403713627660148,1403713627597646
1403713627722649,1403713627660148
1403713627785151,1403713627722649
1403713627847651,1403713627785151
1403713627910152,1403713627847651
1403713627972652,1403713627910152
1403713628035153,1403713627972652
1403713628097653,1403713628035153
1403713628160155,1403713628097653
1403713628222655,1403713628160155
1403713628285155,1403713628222655
1403713628347656,1403713628285155
1403713628410156,1403713628347656
1403713628472659,1403713628410156
1403713628535161,1403713628472659
1403713628597659,1403713628535161
1403713628660162,1403713628597659
1403713628722662,1403713628660162
1403713628785164,1403713628722662
1403713628847664,1403713628785164
1403713628910168,1403713628847664
1403713628972667,1403713628910168
1403713629035170,1403713628972667
1403713629097671,1403713629035170
1403713629160172,1403713629097671
1403713629222672,1403713629160172
1403713629285174,1403713629222672
1403713629347675,1403713629285174
1403713629410178,1403713629347675
1403713629472680,1403713629410178
1403713629535179,1403713629472680
1403713629597681,1403713629535179
1403713629660185,1403713629597681
1403713629722684,1403713629660185
1403713629785185,1403713629722684
1403713629847687,1403713629785185
1403713629910188,1403713629847687
1403713629972689,1403713629910188
1403713630035193,1403713629972689
1403713630097695,1403713630035193
1403713630160198,1403713630097695
1403713630222696,1403713630160198
1403713630285196,1403713630222696
1403713630347698,1403713630285196
1403713630410200,1403713630347698
1403713630472701,1403713630410200
1403713630535202,1403713630472701
1403713630597704,1403713630535202
1403713630660205,1403713630597704
1403713630722707,1403713630660205
1403713630785208,1403713630722707
1403713630847710,1403713630785208
1403713630910211,1403713630847710
1403713630972713,1403713630910211
1403713631035214,1403713630972713
1403713631097715,1403713631035214
1403713631160217,1403713631097715
1403713631222718,1403713631160217
1403713631285219,1403713631222718
1403713631347721,1403713631285219
1403713631410223,1403713631347721
1403713631472724,1403713631410223
1403713631535225,1403713631472724
1403713631597727,1403713631535225
1403713631660228,1403713631597727
1403713631722730,1403713631660228
1403713631785232,1403713631722730
1403713631847733,1403713631785232
1403713631910234,1403713631847733
1403713631972736,1403713631910234
1403713632035237,1403713631972736
1403713632097738,1403713632035237
1403713632160239,1403713632097738
1403713632222743,1403713632160239
1403713632285244,1403713632222743
1403713632347744,1403713632285244
1403713632410245,1403713632347744
1403713632472748,1403713632410245
1403713632535249,1403713632472748
1403713632597750,1403713632535249
1403713632660252,1403713632597750
1403713632722756,1403713632660252
1403713632785254,1403713632722756
1403713632847756,1403713632785254
1403713632910258,1403713632847756
1403713632972759,1403713632910258
1403713633035259,1403713632972759
1403713633097759,1403713633035259
1403713633160261,1403713633097759
1403713633222760,1403713633160261
1403713633285265,1403713633222760
1403713633347762,1403713633285265
1403713633410264,1403713633347762
1403713633472765,1403713633410264
1403713633535266,1403713633472765
1403713633660265,1403713633535266
1403713633722768,1403713633660265
1403713633785267,1403713633722768
1403713633847768,1403713633785267
1403713633972771,1403713633847768
1403713634035269,1403713633972771
1403713634097769,1403713634035269
1403713634160273,1403713634097769
1403713634222770,1403713634160273
1403713634285271,1403713634222770
1403713634347772,1403713634285271
1403713634410274,1403713634347772
1403713634472775,1403713634410274
1403713634535279,1403713634472775
1403713634597777,1403713634535279
1403713634660276,1403713634597777
1403713634722779,1403713634660276
1403713634785279,1403713634722779
1403713634847778,1403713634785279
1403713634910280,1403713634847778
